Id,height,weight
2387,69.3549,119.7404
2388,67.06842,135.2419
2389,66.94063,132.4786
2390,68.12409,127.4662
2391,65.24215,107.3398
2392,67.25881,135.2798
2393,68.26272,127.9975
2394,68.37978,126.2987
2395,69.20365,129.7053
2396,67.73986,132.4571
2397,70.23183,132.2244
2398,66.93792,118.5464
2399,66.34443,126.5382
2400,66.81548,135.6921
2401,68.08852,111.6419
2402,64.57652,125.8364
2403,68.20438,123.5732
2404,68.02466,131.4015
2405,68.6046,123.3492
2406,68.1288,127.6565
2407,70.69657,133.1874
2408,68.25075,124.1859
2409,69.5806,131.3823
2410,70.13999,135.2062
2411,71.49315,132.5483
2412,67.66945,133.004
2413,67.96785,131.2363
2414,70.52477,134.6828
2415,67.8761,132.2874
2416,69.56934,147.6161
2417,68.59123,122.8707
2418,68.98001,115.4355
2419,69.35112,142.6964
2420,68.83627,125.1171
2421,69.81498,141.8795
2422,68.67074,136.5908
2423,68.0562,123.0662
2424,66.37631,135.2777
2425,67.88363,140.9839
2426,68.03493,121.5552
2427,64.96159,107.4868
2428,70.78508,132.6894
2429,69.51067,139.2973
2430,68.52587,131.2739
2431,70.00114,142.0097
2432,68.32088,136.4392
2433,69.98011,126.927
2434,71.0828,126.8249
2435,66.10408,116.5048
2436,67.05224,131.9155
2437,66.76377,123.5561
2438,66.34859,115.9226
2439,66.63057,118.8852
2440,68.63738,128.6178
2441,65.03504,115.4154
2442,69.02437,139.9596
2443,64.92792,116.1101
2444,65.93881,125.8178
2445,66.48853,115.3811
2446,68.96749,122.9673
2447,66.37047,119.1916
2448,67.13278,126.6367
2449,68.28564,123.0402
2450,68.76137,114.535
2451,64.28542,119.4849
2452,70.69283,141.2872
2453,68.19325,121.5126
2454,66.21022,116.362
2455,68.92023,116.7259
2456,63.40728,127.6054
2457,63.91125,112.35
2458,67.88536,142.1595
2459,63.71092,103.5775
2460,69.72231,135.8375
2461,68.89125,139.8464
2462,68.34192,148.7264
2463,66.86238,119.1125
2464,71.62407,143.172
2465,70.30029,128.1661
2466,69.06906,120.2937
2467,66.80598,114.4083
2468,67.11939,121.4565
2469,67.73609,127.2783
2470,66.16502,104.1451
2471,65.63166,124.0105
2472,65.32212,102.5086
2473,70.62492,136.7641
2474,68.68925,121.2378
2475,69.63237,145.2524
2476,65.67069,122.2368
2477,68.24197,128.0584
2478,68.23841,130.5193
2479,67.41889,116.1147
2480,67.53083,138.6939
2481,68.13293,123.9844
2482,66.11208,115.4493
2483,69.2782,131.6396
2484,65.91776,121.563
2485,69.52379,122.3171
2486,67.30255,119.1448
2487,67.31858,124.6169
2488,68.52266,122.0975
2489,66.02106,134.9502
2490,68.87782,132.1464
2491,64.95871,117.7368
2492,68.55788,150.1478
2493,68.41729,132.5489
2494,67.91859,103.1035
2495,68.11699,119.2811
2496,67.54453,116.9754
2497,69.42357,138.1367
2498,70.62204,125.7371
2499,67.27925,133.3105
2500,66.70363,131.4875
2501,68.06388,117.0789
2502,68.87277,115.7081
2503,67.63519,130.3102
2504,69.52877,136.7997
2505,65.96267,131.9172
2506,68.48326,124.4191
2507,67.77965,138.1189
2508,64.97931,125.9879
2509,71.698,147.4595
2510,69.7399,137.5653
2511,67.20022,136.8048
2512,66.08834,130.1595
2513,65.92248,118.8738
2514,70.2321,135.7227
2515,66.28256,108.6047
2516,71.48969,151.6437
2517,67.74608,129.3842
2518,67.40846,148.4483
2519,70.03377,120.3446
2520,65.81239,142.3511
2521,68.34852,134.0701
2522,72.07371,137.6268
2523,69.52348,124.3154
2524,71.47469,140.2681
2525,68.2107,126.7824
2526,69.32992,133.9886
2527,66.00059,120.3097
2528,69.55925,131.0935
2529,65.48038,115.372
2530,64.06811,127.9847
2531,68.74988,136.8669
2532,72.23026,140.2179
2533,70.49701,137.1545
2534,68.19909,124.0152
2535,68.56903,123.1565
2536,66.06129,132.3972
2537,67.18456,155.58
2538,66.3082,126.7998
2539,65.84256,107.0361
2540,66.32955,131.0291
2541,69.55744,135.4041
2542,70.71387,128.3836
2543,67.06235,133.1606
2544,66.03227,105.2789
2545,69.66344,127.8292
2546,67.72134,133.2142
2547,68.1956,132.6032
2548,65.25996,119.209
2549,70.43378,123.3224
2550,66.2017,114.629
2551,66.55002,111.2059
2552,68.75899,112.2566
2553,66.67737,135.7399
2554,65.8631,120.7951
2555,69.03177,140.8798
2556,67.45724,133.9342
2557,67.38665,106.1061
2558,68.55679,102.8629
2559,68.30511,142.7223
2560,62.48643,115.2889
2561,69.08858,128.4363
2562,67.9806,119.1796
2563,66.68431,104.9599
2564,68.34578,141.5014
2565,68.52627,136.7567
2566,69.71611,119.4332
2567,68.83099,130.5804
2568,65.77676,113.7058
2569,68.00353,131.0691
2570,65.77925,120.1731
2571,61.92639,78.01476
2572,66.856,132.5109
2573,68.98655,141.885
2574,63.38805,114.0297
2575,70.80439,124.5028
2576,67.46411,130.5289
2577,68.68041,131.3237
2578,66.4848,126.2168
2579,67.38153,128.9248
2580,69.35826,133.0021
2581,69.80507,154.9924
2582,66.4343,114.6366
2583,67.74423,125.1475
2584,70.67886,122.3412
2585,69.80123,123.7655
2586,71.54106,126.4717
2587,65.26249,108.1267
2588,67.48152,113.786
2589,69.49145,138.1768
2590,67.11274,128.19
2591,64.8252,117.1635
2592,68.48264,135.3549
2593,71.51642,134.707
2594,70.71417,128.557
2595,68.73882,142.0686
2596,69.56871,132.12
2597,69.24852,136.1629
2598,63.00544,116.1438
2599,70.94094,138.6145
2600,67.23082,128.4602
2601,67.02821,134.6226
2602,67.03686,116.3024
2603,68.00334,133.4084
2604,67.91269,120.1518
2605,68.35335,130.4412
2606,67.23541,128.9174
2607,67.27908,118.9625
2608,66.34542,133.8204
2609,67.49847,113.1057
2610,67.67848,130.2144
2611,68.94674,140.2945
2612,67.78592,115.9959
2613,69.30102,127.2747
2614,66.56321,125.872
2615,66.4422,129.4758
2616,70.31161,134.3731
2617,68.55598,122.4432
2618,68.35014,121.062
2619,66.18115,132.6478
2620,67.95373,139.5456
2621,68.11801,108.4191
2622,68.28119,132.4379
2623,72.69022,150.1384
2624,67.1732,114.7014
2625,66.19759,100.7474
2626,70.47009,134.5955
2627,67.1012,122.3844
2628,70.06317,126.4208
2629,64.71795,110.6855
2630,70.61052,142.5544
2631,65.49529,118.6689
2632,64.20998,124.7386
2633,69.58656,123.8986
2634,66.82705,123.4822
2635,68.13284,137.313
2636,69.73828,139.1718
2637,67.65755,123.9277
2638,67.36679,145.0907
2639,68.27657,133.3359
2640,67.60346,135.049
2641,69.11432,125.4607
2642,67.64248,129.1718
2643,66.88088,145.6837
2644,66.27568,120.1084
2645,69.63663,140.4612
2646,67.4363,133.6369
2647,68.92694,135.01
2648,73.62336,145.5589
2649,69.06165,131.7664
2650,68.64769,137.4465
2651,71.16343,143.5928
2652,67.33538,121.7877
2653,68.5983,126.5379
2654,67.25316,121.6315
2655,71.8433,144.8892
2656,70.72616,136.5876
2657,69.682,135.5456
2658,71.27803,126.8942
2659,69.46635,123.2046
2660,68.16321,121.259
2661,70.25241,133.5386
2662,66.49054,128.9625
2663,66.42399,121.8209
2664,65.5528,111.1973
2665,69.71521,133.5603
2666,68.73343,145.1099
2667,65.7718,119.6649
2668,69.75759,140.9194
2669,67.09682,120.5931
2670,70.1707,111.1782
2671,67.91801,131.1724
2672,70.21616,124.6681
2673,69.03964,137.6269
2674,68.99958,137.5453
2675,70.81582,137.8631
2676,67.32573,130.848
2677,64.51185,86.49925
2678,68.2889,114.3058
2679,66.79748,130.086
2680,68.35799,134.8242
2681,67.54297,137.6693
2682,64.64202,117.7037
2683,69.01128,130.4463
2684,68.13972,129.562
2685,68.95243,126.922
2686,67.25205,129.9541
2687,68.81852,150.2385
2688,69.12426,136.6216
2689,62.91894,121.8655
2690,67.58419,124.551
2691,65.12985,145.219
2692,70.10564,137.8281
2693,66.76908,121.5039
2694,65.69038,128.0027
2695,67.65047,123.7327
2696,63.6379,123.548
2697,67.68893,125.6505
2698,67.86035,114.8292
2699,72.77006,145.7023
2700,68.2331,122.1745
2701,66.09352,127.0341
2702,65.42839,111.4876
2703,66.75836,119.0958
2704,70.56953,138.8804
2705,68.5828,123.3208
2706,69.72754,133.9694
2707,70.01068,129.4594
2708,69.9412,139.8169
2709,68.86031,124.3513
2710,70.7406,128.0491
2711,66.39552,106.5133
2712,71.48858,139.2446
2713,69.25259,127.9861
2714,68.5499,144.1276
2715,69.69787,148.9949
2716,69.37198,129.1054
2717,69.74416,144.838
2718,68.64611,120.4317
2719,72.83266,143.9874
2720,65.97157,121.4286
2721,67.11473,140.6498
2722,66.25022,111.829
2723,67.64495,120.6396
2724,70.90905,146.5188
2725,70.23323,135.7363
2726,64.86268,108.1662
2727,69.22459,129.8661
2728,66.0173,126.6746
2729,66.62218,135.2702
2730,67.97014,125.758
2731,70.55532,131.9945
2732,64.60825,112.4456
2733,69.82444,124.1746
2734,67.50107,128.0883
2735,65.50539,143.9237
2736,70.17167,130.967
2737,67.32889,135.7928
2738,66.43394,121.4185
2739,68.17128,116.8477
2740,69.47049,140.8544
2741,68.02126,130.6948
2742,67.5616,113.1737
2743,64.63916,124.0617
2744,67.41353,127.8081
2745,70.7695,147.1214
2746,66.48308,129.5826
2747,69.39296,132.2173
2748,67.27027,129.1828
2749,70.19124,116.1543
2750,63.99425,114.3488
2751,69.43474,135.4955
2752,66.79003,128.9918
2753,67.47227,133.6407
2754,66.83693,123.2452
2755,67.0559,124.9848
2756,68.27851,128.6151
2757,68.0955,127.074
2758,69.2815,127.2959
2759,65.91717,100.2395
2760,68.8741,127.0227
2761,70.42853,142.6604
2762,63.81449,119.4379
2763,69.03379,126.0906
2764,66.36931,115.305
2765,70.84318,132.613
2766,68.0212,123.4917
2767,69.98352,112.0653
2768,70.98567,136.3881
2769,69.75105,126.0679
2770,64.39471,108.8848
2771,68.80582,137.9986
2772,67.85083,104.3679
2773,67.01858,122.8513
2774,69.51989,142.6941
2775,67.44444,121.6074
2776,64.64068,112.5689
2777,67.66193,123.048
2778,65.10293,133.1303
2779,67.4972,122.9844
2780,63.03862,115.8658
2781,67.35421,116.3161
2782,66.85489,125.1375
2783,65.82037,123.8217
2784,66.36069,116.3676
2785,71.36376,139.0275
2786,67.36,129.7241
2787,67.25989,119.323
2788,68.9321,127.5417
2789,66.40708,117.1961
2790,66.78091,133.1914
2791,69.22406,120.5706
2792,68.32439,134.5378
2793,69.78248,123.3267
2794,66.44766,122.8328
2795,69.47262,159.961
2796,73.25534,129.3863
2797,70.44049,139.3889
2798,70.04124,127.3701
2799,69.02992,116.8819
2800,69.25276,134.7559
2801,67.00131,129.8178
2802,68.31286,127.2671
2803,68.39115,124.7738
2804,71.73856,150.9213
2805,67.74371,133.4557
2806,68.85839,142.794
2807,67.74861,107.9783
2808,69.44528,112.1204
2809,67.15976,135.3002
2810,66.21644,140.4212
2811,70.89583,103.5093
2812,74.01942,124.2312
2813,67.76978,125.5754
2814,67.87492,132.6076
2815,65.8653,128.4877
2816,68.28475,135.5616
2817,68.44022,129.7913
2818,72.83513,148.8002
2819,67.8327,99.86461
2820,67.21104,115.6723
2821,64.23796,127.21
2822,70.36077,142.2321
2823,66.42673,133.7442
2824,66.64205,118.7461
2825,68.59759,132.1907
2826,66.22122,132.7183
2827,68.67803,136.5982
2828,68.14895,130.6059
2829,66.39305,109.666
2830,64.11049,120.9648
2831,66.93561,126.6451
2832,68.13511,115.708
2833,64.78907,113.6457
2834,67.55945,127.4039
2835,70.84942,138.4765
2836,67.94876,116.698
2837,65.57641,117.1727
2838,67.15817,124.6763
2839,67.96789,119.0567
2840,70.19532,126.5499
2841,68.18276,135.8523
2842,66.1292,119.0279
2843,68.32665,139.0646
2844,69.99684,144.2222
2845,69.27778,129.0046
2846,68.21154,115.0009
2847,68.39028,117.519
2848,67.08475,132.8759
2849,66.36387,115.1711
2850,68.52886,129.8267
2851,67.59652,120.2168
2852,71.11644,128.7753
2853,68.12976,123.0924
2854,68.10182,116.2066
2855,69.18543,122.701
2856,64.13542,111.5291
2857,70.51629,136.3324
2858,68.26773,136.2919
2859,69.50936,135.1739
2860,64.06977,116.5794
2861,71.24956,137.0562
2862,71.57464,153.8989
2863,69.87331,131.0168
2864,65.88737,129.3868
2865,66.01214,116.2959
2866,66.28898,111.789
2867,64.92283,102.8549
2868,64.8763,111.4897
2869,68.05392,98.44388
2870,67.62203,117.9474
2871,70.69432,147.3622
2872,71.62687,154.9613
2873,67.1657,129.7243
2874,68.94294,132.508
2875,66.18712,136.2942
2876,67.55223,124.4289
2877,66.87131,119.1642
2878,69.95065,139.1737
2879,70.20267,156.1811
2880,68.76208,145.3668
2881,66.46585,143.7961
2882,65.38017,131.5842
2883,66.6879,132.1882
2884,68.64719,125.4496
2885,69.64967,131.4688
2886,74.51784,146.9867
2887,65.92344,124.4934
2888,67.26853,130.8403
2889,68.29227,112.17
2890,66.54027,130.0576
2891,69.22384,134.3052
2892,69.75296,124.5872
2893,66.01225,124.1513
2894,66.27821,118.7967
2895,65.08294,124.8522
2896,68.7807,128.5783
2897,65.20195,132.6998
2898,68.2472,127.8725
2899,66.6848,109.0765
2900,69.5209,145.7846
2901,69.86767,118.2363
2902,66.803,119.5927
2903,71.7953,158.2326
2904,66.083,115.4637
2905,66.04267,110.8981
2906,67.02086,122.0688
2907,67.62161,132.7596
2908,71.07038,138.9521
2909,67.99457,135.2005
2910,67.44107,126.8993
2911,68.19061,129.2682
2912,72.16204,128.699
2913,67.00632,121.4926
2914,70.29408,122.478
2915,69.10492,133.099
2916,67.48748,129.8294
2917,67.96265,129.548
2918,67.67495,127.9568
2919,69.5967,136.7802
2920,66.60278,131.3221
2921,65.60275,113.6259
2922,66.13306,132.2003
2923,68.04983,138.8169
2924,68.84891,141.2839
2925,63.88864,112.1842
2926,72.36766,138.8835
2927,67.4964,144.1456
2928,69.95254,126.0075
2929,66.58142,120.7591
2930,69.25005,133.5514
2931,71.14826,117.7951
2932,69.35367,116.7606
2933,65.74265,118.765
2934,68.32527,127.9279
2935,68.98626,126.71
2936,70.14231,117.884
2937,65.9252,118.0381
2938,66.40209,110.5565
2939,73.08886,143.597
2940,67.72312,123.8437
2941,67.157,124.2264
2942,66.74961,140.8048
2943,65.24262,118.8877
2944,65.57556,126.3779
2945,68.38512,139.6485
2946,66.6069,107.7197
2947,68.84184,134.2696
2948,69.30603,130.9022
2949,70.72651,119.7924
2950,68.48985,97.85054
2951,67.45264,107.8988
2952,65.7611,139.533
2953,68.16256,127.0057
2954,63.59144,128.4961
2955,68.85149,119.5382
2956,70.28503,135.5849
2957,69.78403,112.8273
2958,67.49917,133.5066
2959,65.67011,126.3269
2960,66.65959,121.0303
2961,68.68202,131.7641
2962,71.21183,131.1726
2963,64.08575,120.2076
2964,67.72728,130.8804
2965,70.23974,133.6155
2966,67.11253,128.0328
2967,68.88997,133.4733
2968,66.6348,124.2302
2969,65.57359,107.7067
2970,68.39398,117.3044
2971,68.63068,112.5824
2972,68.46228,135.4161
2973,67.60529,127.6045
2974,68.83916,123.6683
2975,71.76731,145.2951
2976,67.0748,131.4424
2977,64.34058,118.7342
2978,68.05693,111.02
2979,67.51715,133.8952
2980,67.52209,121.4611
2981,65.63699,92.23364
2982,68.80103,130.3331
2983,63.82574,104.102
2984,71.4794,141.4209
2985,69.37021,133.1309
2986,70.00599,142.7425
2987,66.1331,131.333
2988,63.29618,111.4056
2989,67.53344,124.0318
2990,68.7832,142.6252
2991,66.48165,128.5263
2992,68.99095,135.43
2993,70.24533,149.8284
2994,67.71305,117.6067
2995,72.69199,121.7006
2996,68.38232,142.4635
2997,62.67467,108.2196
2998,70.79121,129.9765
2999,66.82256,107.8004
3000,68.21364,141.9627
3001,70.96886,145.5672
3002,68.86421,125.0711
3003,70.14217,132.9902
3004,66.35121,121.1278
3005,64.69495,125.4599
3006,66.35066,114.9647
3007,67.22303,135.8181
3008,66.70491,134.6241
3009,69.23494,129.7824
3010,65.14281,113.4592
3011,68.53211,134.3921
3012,67.6557,118.4406
3013,71.18982,141.107
3014,67.78374,130.1554
3015,64.68698,117.9638
3016,65.83263,122.5777
3017,68.43749,122.3513
3018,64.98837,105.6441
3019,70.70493,144.4624
3020,66.73361,114.5415
3021,67.60693,130.4762
3022,69.57829,133.2355
3023,68.54427,137.3566
3024,65.30234,123.0112
3025,68.77322,139.9161
3026,68.80719,142.8541
3027,66.51831,125.4061
3028,64.60687,109.4645
3029,65.36307,114.7964
3030,66.73256,141.7823
3031,66.88928,110.721
3032,66.0525,115.1065
3033,68.00506,134.7767
3034,68.65306,127.3968
3035,69.11016,120.8271
3036,67.36771,123.046
3037,67.01715,103.3397
3038,69.08157,123.6703
3039,69.99307,139.7899
3040,70.35956,140.5765
3041,68.27178,128.1697
3042,67.87711,122.438
3043,68.70291,123.1642
3044,66.96037,125.1157
3045,69.20164,133.9186
3046,66.22804,117.26
3047,68.84729,130.1311
3048,67.89782,113.589
3049,70.37422,139.8095
3050,66.2918,124.7975
3051,66.61554,124.7657
3052,69.20114,138.1499
3053,70.10355,147.6963
3054,65.89079,111.1971
3055,67.44816,140.1632
3056,71.0263,128.2917
3057,69.02602,117.0323
3058,69.31999,131.6757
3059,63.91382,102.5247
3060,70.21174,131.2829
3061,65.54597,126.8852
3062,67.22664,108.7074
3063,69.91993,135.924
3064,68.48481,132.9513
3065,67.16204,130.3048
3066,70.00255,137.785
3067,68.58518,118.3007
3068,67.95995,112.8356
3069,63.92008,113.4979
3070,66.23601,123.6908
3071,68.45711,126.4985
3072,66.88127,124.8587
3073,64.52454,122.6902
3074,67.97504,119.6017
3075,70.51604,118.7315
3076,65.91736,127.4018
3077,65.05453,113.9725
3078,69.79005,143.503
3079,67.24936,125.9051
3080,64.52939,128.9372
3081,66.79221,128.7134
3082,69.32648,119.6727
3083,67.41672,129.0666
3084,68.73217,131.316
3085,68.82477,120.2753
3086,69.76325,126.7586
3087,70.45839,133.1533
3088,68.54418,125.2815
3089,67.35712,122.5386
3090,68.24223,124.3347
3091,67.30497,122.0232
3092,69.39218,115.8239
3093,67.26512,110.1107
3094,67.96604,123.8124
3095,68.4645,121.554
3096,66.91671,130.2133
3097,69.52669,154.935
3098,68.55174,118.5602
3099,68.01304,135.3702
3100,65.4426,109.8414
3101,69.02373,114.3528
3102,65.9792,140.0098
3103,65.77801,128.725
3104,68.8114,134.7657
3105,65.92021,120.5629
3106,69.50661,131.645
3107,68.48721,141.7791
3108,66.28225,117.5711
3109,71.04092,127.1598
3110,67.10959,127.9008
3111,66.58507,98.00565
3112,69.40629,144.7036
3113,71.82306,133.2257
3114,68.04107,126.3943
3115,66.06957,123.5877
3116,66.44143,129.3753
3117,67.25428,125.3354
3118,67.7725,120.6289
3119,69.32284,126.9131
3120,68.182,125.3675
3121,69.61292,122.092
3122,72.31294,136.5598
3123,66.64897,119.2815
3124,67.14367,97.69037
3125,67.20119,113.6719
3126,68.00995,124.8272
3127,67.6317,118.7798
3128,68.43948,138.6668
3129,67.5127,127.4652
3130,63.56648,112.8596
3131,67.98056,126.2747
3132,68.95006,150.9348
3133,67.68639,123.3297
3134,68.51984,140.2377
3135,68.3355,129.1787
3136,68.47642,127.5662
3137,67.6113,115.9311
3138,69.95962,135.4521
3139,68.1142,123.9844
3140,70.02842,158.2521
3141,69.76432,136.0319
3142,69.37296,119.6408
3143,66.02447,110.7159
3144,69.21155,161.8504
3145,68.87957,98.57059
3146,71.53386,145.1178
3147,70.85914,137.5541
3148,69.01541,119.7938
3149,67.9341,106.4818
3150,63.47126,100.7746
3151,69.87924,147.5404
3152,68.10091,95.27771
3153,72.44694,138.2622
3154,69.43651,127.9505
3155,69.91503,119.8377
3156,67.9113,128.3023
3157,67.65922,135.9871
3158,65.45098,109.587
3159,66.33297,135.2301
3160,68.28454,107.5659
3161,69.04355,135.6615
3162,67.31808,123.3304
3163,68.93456,134.2009
3164,65.3504,109.4509
3165,65.93812,104.2595
3166,68.45395,134.877
3167,68.93535,136.6499
3168,67.39797,126.3908
3169,67.33116,132.6171
3170,66.10688,107.0003
3171,67.31084,134.7184
3172,66.83403,98.53013
3173,68.57141,131.0931
3174,70.34988,131.2347
3175,68.186,139.256
3176,69.17551,127.7031
3177,65.75245,120.3636
3178,70.13491,143.4013
3179,71.28917,128.8965
3180,63.60936,119.2431
3181,69.12252,143.4608
3182,69.44484,114.1544
3183,65.62218,136.3392
3184,67.36352,138.3328
3185,70.59627,132.1285
3186,67.51772,125.2817
3187,66.45619,109.9414
3188,66.85993,117.9136
3189,68.79621,143.6181
3190,67.1713,112.1838
3191,70.04339,127.3467
3192,69.20668,126.8811
3193,69.63203,150.5264
3194,70.40454,152.6344
3195,69.30191,136.9649
3196,67.64989,127.9459
3197,65.76779,121.7671
3198,69.91225,150.7507
3199,65.18437,113.3989
3200,67.61897,129.5538
3201,66.92724,125.4446
3202,71.18773,152.4615
3203,69.99829,130.8869
3204,69.27344,127.5728
3205,68.88553,144.6597
3206,67.59318,133.0454
3207,67.80819,109.1425
3208,69.835,140.2449
3209,70.51041,134.3807
3210,67.28386,141.0113
3211,68.54828,122.1607
3212,66.35708,120.2991
3213,69.64922,154.6918
3214,69.38115,129.7479
3215,67.08059,106.8189
3216,68.5874,139.0597
3217,69.89075,153.5111
3218,71.94177,158.7778
3219,63.70431,112.5109
3220,68.36275,138.6036
3221,68.7483,121.1914
3222,68.30186,140.4737
3223,68.01974,136.8445
3224,69.10937,123.3988
3225,66.06089,135.6656
3226,64.94199,118.4685
3227,66.88268,123.1111
3228,65.8375,113.1662
3229,66.90354,113.6921
3230,68.54873,117.4352
3231,66.82614,103.8567
3232,69.67258,145.4822
3233,65.94774,133.6787
3234,69.78765,121.3311
3235,67.08849,124.6879
3236,67.75842,131.14
3237,70.16738,131.504
3238,64.0239,131.5816
3239,68.71365,133.501
3240,65.52005,114.0189
3241,67.6955,119.0652
3242,67.092,132.0784
3243,70.65043,117.1631
3244,70.70527,133.3353
3245,67.31179,137.4955
3246,67.62411,130.7663
3247,66.90193,127.6108
3248,71.6189,144.2537
3249,68.03944,117.7686
3250,70.31512,142.3548
3251,70.68754,133.2559
3252,68.75545,135.4326
3253,64.13048,134.0501
3254,68.2263,128.3129
3255,66.23461,126.2458
3256,67.50325,118.1483
3257,67.702,119.1475
3258,68.97089,128.8479
3259,69.03382,143.6707
3260,70.5802,127.6482
3261,69.57154,123.7094
3262,65.5747,123.9575
3263,67.47736,116.7243
3264,67.15488,108.7478
3265,63.75162,117.198
3266,70.75119,132.8196
3267,64.05399,133.0834
3268,66.33467,120.3094
3269,67.20212,124.519
3270,70.15598,143.471
3271,67.87652,134.4355
3272,69.24295,139.3186
3273,64.81425,117.1367
3274,67.46996,125.8104
3275,67.36601,120.2868
3276,70.47713,135.5209
3277,65.50834,114.5278
3278,68.40932,147.9118
3279,67.30725,120.8673
3280,70.19025,144.9927
3281,66.27501,100.1148
3282,69.2102,129.1965
3283,66.26097,115.3104
3284,69.29149,127.6393
3285,67.95136,122.3842
3286,71.057,126.792
3287,69.26447,128.3303
3288,69.62922,143.0166
3289,70.36812,127.8744
3290,68.30112,139.2852
3291,64.92028,123.1736
3292,66.85523,127.9011
3293,69.00004,147.6115
3294,69.41607,124.4915
3295,67.0616,110.9624
3296,70.9839,149.7127
3297,66.95697,107.7733
3298,69.65267,143.346
3299,68.10599,119.3721
3300,72.00386,126.9035
3301,67.34507,122.5287
3302,68.64071,134.5343
3303,66.92357,113.5576
3304,68.2002,134.9707
3305,66.48133,114.4604
3306,70.25427,130.1801
3307,63.63521,101.8813
3308,67.26656,125.9014
3309,64.09151,138.3749
3310,65.59094,104.0323
3311,68.74304,136.9164
3312,69.86332,132.8198
3313,69.92563,143.4254
3314,67.75154,123.0129
3315,72.0041,138.0863
3316,70.04763,140.4727
3317,68.42439,122.0094
3318,67.17409,128.304
3319,69.4803,132.4652
3320,65.72229,124.2645
3321,69.37902,141.4066
3322,68.08869,121.8243
3323,65.46699,113.0275
3324,67.3998,121.8096
3325,69.3377,151.2393
3326,65.07859,118.1795
3327,67.57063,115.4182
3328,68.01196,111.6817
3329,67.11834,110.0601
3330,66.333,139.5722
3331,67.6791,111.4813
3332,68.58632,121.2848
3333,67.39381,129.645
3334,68.14345,119.3634
3335,69.67618,116.2938
3336,66.76693,124.0618
3337,67.74003,108.2607
3338,67.77684,136.6213
3339,67.82081,120.6221
3340,70.62106,138.8435
3341,67.82843,135.2744
3342,68.62434,136.1352
3343,68.91853,133.5443
3344,69.89797,139.0575
3345,66.3529,126.9573
3346,69.56951,138.5706
3347,67.5875,123.9873
3348,67.68233,124.5983
3349,68.37333,126.8527
3350,68.65199,127.3678
3351,66.65205,112.4741
3352,68.45124,140.1733
3353,66.74599,114.6931
3354,67.62229,140.3178
3355,65.40662,138.0298
3356,64.28602,107.6355
3357,66.9098,129.5755
3358,68.76391,139.4665
3359,67.32388,136.2189
3360,69.41766,135.0258
3361,64.3196,115.4439
3362,65.85398,121.7386
3363,68.24002,138.3138
3364,69.83246,129.3358
3365,70.15549,132.9178
3366,68.70158,120.3307
3367,67.25339,122.7744
3368,68.80486,137.2361
3369,67.1095,137.4821
3370,67.46588,115.8773
3371,69.49591,139.4006
3372,69.93896,135.1878
3373,64.98078,121.7515
3374,69.8811,151.879
3375,67.98273,132.5035
3376,64.7817,111.8687
3377,69.37016,127.3013
3378,65.48309,132.6901
3379,67.34775,126.0878
3380,66.79488,109.0563
3381,70.60162,133.4747
3382,69.46661,128.8735
3383,67.15097,136.0613
3384,69.85144,129.078
3385,67.91794,128.9604
3386,69.17548,115.3008
3387,69.42133,141.0527
3388,69.82831,123.4697
3389,64.50981,126.8512
3390,71.33496,138.7443
3391,69.67377,134.0875
3392,68.72325,126.7209
3393,64.56606,135.4686
3394,70.70493,150.7817
3395,68.60712,105.1285
3396,67.14299,124.7983
3397,66.43868,125.0148
3398,68.71849,130.7257
3399,65.55778,115.0373
3400,67.85295,129.5885
3401,66.75624,125.1407
3402,67.53015,109.7927
3403,69.33376,117.9713
3404,67.17283,116.4658
3405,65.58027,109.5115
3406,70.44232,132.9498
3407,65.95442,118.5371
3408,63.80198,116.5058
3409,62.70318,92.59193
3410,66.27351,127.1996
3411,66.51608,132.3072
3412,68.31099,116.924
3413,69.52284,140.6019
3414,68.3665,121.2376
3415,68.71368,126.455
3416,65.69442,122.5699
3417,64.87142,101.8549
3418,68.74855,116.7264
3419,65.87931,103.3388
3420,63.50044,120.7176
3421,65.67376,120.5005
3422,63.92701,111.9422
3423,67.97982,121.0927
3424,68.07194,107.2294
3425,68.42039,142.5478
3426,66.94796,113.807
3427,63.26666,109.048
3428,67.83686,132.5467
3429,69.50765,133.1992
3430,66.16875,138.9486
3431,67.70097,133.1008
3432,68.65828,124.3302
3433,68.71706,126.0198
3434,69.43111,141.7182
3435,64.48072,109.5586
3436,67.93166,116.703
3437,66.20872,121.6419
3438,65.32412,124.1597
3439,68.51699,122.1062
3440,66.42691,138.0277
3441,64.20657,119.5831
3442,63.7973,128.2173
3443,68.93673,144.2782
3444,66.57756,128.9506
3445,66.28357,129.9358
3446,64.83586,128.4784
3447,65.20052,116.3499
3448,68.32888,120.9929
3449,66.26162,136.034
3450,63.86895,97.02574
3451,65.9028,116.3873
3452,68.38192,108.5709
3453,68.14016,128.6113
3454,68.38401,113.6476
3455,72.35889,143.9547
3456,66.32695,113.5088
3457,68.95186,119.4662
3458,68.23227,129.3011
3459,64.18408,128.3516
3460,69.03806,126.5811
3461,68.38226,140.6609
3462,67.34508,120.9551
3463,70.09165,134.6921
3464,66.7109,105.7077
3465,68.20817,143.0554
3466,64.36337,100.9973
3467,66.8475,123.4111
3468,68.60546,139.3675
3469,66.16717,114.8612
3470,67.75075,114.8156
3471,66.7024,122.7568
